Sr No.,Utterance,Speaker,Emotion,Dialogue_ID,Utterance_ID,Season,Episode,StartTime,EndTime,video_clip_path,Utterance_stemmed,Utterance_tokenized,emotion_neutral,emotion_anger,emotion_joy,emotion_sadness,emotion_surprise
3475,"Yeah okay, I was just talking to the guys. Just look at them I mean, is it okay if they come visit?",Chandler,neutral,346,4,6,20,"00:09:12,301","00:09:17,722",train_data/dia346_utt4.mp4,yeah okay i talk guy just look i mean okay come visit,"['yeah', 'okay', 'i', 'talk', 'guy', 'just', 'look', 'i', 'mean', 'okay', 'come', 'visit']",0.5236001,0.13730724,0.26732168,0.033800647,0.03791466
3488,Monica!,Phoebe,sadness,347,10,4,1,"0:05:12,270","0:05:13,022",train_data/dia347_utt10.mp4,monica,['monica'],0.5869852,0.19038588,0.123305544,0.07351777,0.02573597
3496,Hey!,Monica,joy,349,0,9,19,"0:01:52,488","0:01:53,420",train_data/dia349_utt0.mp4,hey,['hey'],0.1729545,0.019205362,0.78092647,0.006187567,0.020694274
3501,I'd love to!,Ross,joy,349,5,9,19,"0:02:00,253","0:02:00,463",train_data/dia349_utt5.mp4,i 'd love,"['i', ""'d"", 'love']",0.65718997,0.031015923,0.25715643,0.0012047626,0.053419918
3510,"No, I mean it, this feels really good. Is it a hundred percent cotton?",Chandler,joy,350,2,3,6,"00:19:01,390","00:19:13,568",train_data/dia350_utt2.mp4,no i mean feel realli good is hundr percent cotton,"['no', 'i', 'mean', 'feel', 'realli', 'good', 'is', 'hundr', 'percent', 'cotton']",0.18765731,0.0658202,0.7049816,0.015570442,0.02591311
3512,"Anyway, I should go, one of the lifeguards was just about to dismantle a nuclear device.",Chandler,neutral,350,4,3,6,"00:19:16,780","00:19:22,243",train_data/dia350_utt4.mp4,anyway i go one lifeguard dismantl nuclear devic,"['anyway', 'i', 'go', 'one', 'lifeguard', 'dismantl', 'nuclear', 'devic']",0.6862058,0.08930628,0.08658433,0.11751086,0.020354863
3518,Who did?!,Ross,surprise,351,2,8,8,"0:11:39,115","0:11:39,797",train_data/dia351_utt2.mp4,who,['who'],0.3707196,0.3634426,0.110446885,0.080459595,0.074759975
3521,Oh? Really? Thats what my daughter means to you? Nothing?,Dr. Green,anger,351,5,8,8,"00:11:46,706","00:11:50,583",train_data/dia351_utt5.mp4,oh realli that daughter mean noth,"['oh', 'realli', 'that\x92', 'daughter', 'mean', 'noth']",0.2952436,0.50214094,0.114614666,0.028576251,0.059298903
3526,Hey! I offered to marry her!,Ross,anger,351,10,8,8,"0:12:04,598","0:12:06,480",train_data/dia351_utt10.mp4,hey i offer marri,"['hey', 'i', 'offer', 'marri']",0.27052143,0.57471156,0.07670489,0.059126325,0.018765034
3531,"Im sorry. Dr. Green, Mona. Mona, Dr. Green.",Ross,joy,351,15,8,8,"00:12:15,276","00:12:18,820",train_data/dia351_utt15.mp4,im sorri dr. green mona mona dr. green,"['i\x92m', 'sorri', 'dr.', 'green', 'mona', 'mona', 'dr.', 'green']",0.3482158,0.052146103,0.53585356,0.035756115,0.027976528
3553,How did this happen?,Rachel,neutral,354,12,2,3,"00:03:42,388","00:03:44,806",train_data/dia354_utt12.mp4,how happen,"['how', 'happen']",0.8815812,0.02372436,0.0660003,0.014278544,0.01440757
3556,I know. I was sweeping yesterday. It coulda been me.,Mr. Treeger,neutral,354,15,2,3,"00:03:52,523","00:04:00,197",train_data/dia354_utt15.mp4,i know i sweep yesterday it coulda,"['i', 'know', 'i', 'sweep', 'yesterday', 'it', 'coulda']",0.8519876,0.027664404,0.05039811,0.04631163,0.023613943
3562,I'm free! I'm free!,Chandler,joy,355,3,1,5,"00:22:28,347","00:22:30,598",train_data/dia355_utt3.mp4,i 'm free i 'm free,"['i', ""'m"", 'free', 'i', ""'m"", 'free']",0.4636775,0.0841345,0.3836094,0.034927215,0.03358673
3579,I'm going into business people.,Monica,neutral,356,15,3,3,"0:02:04,124","0:02:05,546",train_data/dia356_utt15.mp4,i 'm go busi peopl,"['i', ""'m"", 'go', 'busi', 'peopl']",0.5350995,0.09938007,0.23135766,0.044146325,0.08993413
3583,Jam.,Monica,neutral,356,19,3,3,"0:02:12,257","0:02:14,159",train_data/dia356_utt19.mp4,jam,['jam'],0.6450873,0.13836657,0.12541479,0.048136145,0.042929552
3586,This will just be my batch.,Joey,neutral,356,22,3,3,"00:02:25,395","00:02:27,396",train_data/dia356_utt22.mp4,thi batch,"['thi', 'batch']",0.6438233,0.03334625,0.22844224,0.089654565,0.004686087
3591,Here you go Pheebs. Who else wants one of my special homemade brownies?,Rachel,neutral,358,0,3,8,"00:00:03,712","00:00:06,338",train_data/dia358_utt0.mp4,here go pheeb who els want one special homemad browni,"['here', 'go', 'pheeb', 'who', 'els', 'want', 'one', 'special', 'homemad', 'browni']",0.66887176,0.15425159,0.08668864,0.04420285,0.045930956
3619,"Yeah, I know, it's my birthday. We all should be here.",Ross,sadness,360,1,2,5,"00:17:32,301","00:17:35,595",train_data/dia360_utt1.mp4,yeah i know 's birthday we,"['yeah', 'i', 'know', ""'s"", 'birthday', 'we']",0.43513942,0.025957726,0.05084403,0.46841308,0.019559631
3622,"Yeah, I mean, it would be rude to them  for us to leave now.",Chandler,neutral,360,4,2,5,"00:17:46,940","00:17:49,776",train_data/dia360_utt4.mp4,yeah i mean would rude us leav,"['yeah', 'i', 'mean', 'would', 'rude', 'us', 'leav']",0.79913,0.0739917,0.06450351,0.044484824,0.017860787
3626,Celebrities Im allowed to sleep with.,Ross,neutral,361,2,3,5,"00:08:22,210","00:08:25,128",train_data/dia361_utt2.mp4,celebr im allow sleep,"['celebr', 'i\x92m', 'allow', 'sleep']",0.84547585,0.03186746,0.096770264,0.016938712,0.008927529
3629,"All right, so who do you got it narrowed down to?",Chandler,neutral,361,5,3,5,"00:08:30,468","00:08:32,135",train_data/dia361_utt5.mp4,all right got narrow,"['all', 'right', 'got', 'narrow']",0.7078289,0.074901715,0.14452043,0.05144172,0.021234725
3630,"Okay, Elizabeth Hurely....",Ross,joy,361,6,3,5,"00:08:32,303","00:08:34,930",train_data/dia361_utt6.mp4,okay elizabeth hure ....,"['okay', 'elizabeth', 'hure', '....']",0.2049233,0.06650086,0.6772591,0.024712056,0.026523322
3632,Susan Sarandon.,Ross,neutral,361,8,3,5,"00:08:41,145","00:08:42,854",train_data/dia361_utt8.mp4,susan sarandon,"['susan', 'sarandon']",0.7091589,0.07082522,0.1363841,0.041669887,0.041917045
3642,Oh. Look at you making up crap for me. Oh God!,Rachel,sadness,362,3,8,24,"00:04:41,561","00:04:46,733",train_data/dia362_utt3.mp4,oh look make crap oh god,"['oh', 'look', 'make', 'crap', 'oh', 'god']",0.07351013,0.019578887,0.007954495,0.8974186,0.0014388846
3645,"Actually, I think youre ready to go to the delivery room.",Dr. Long,neutral,362,6,8,24,"00:05:02,957","00:05:05,960",train_data/dia362_utt6.mp4,actual i think your readi go deliveri room,"['actual', 'i', 'think', 'you\x92r', 'readi', 'go', 'deliveri', 'room']",0.7121634,0.086639665,0.14575198,0.03503567,0.020375973
3653,May I see your boarding pass?,Flight Attendant,neutral,365,1,1,24,"00:12:03,389","00:12:04,848",train_data/dia365_utt1.mp4,may i see board pass,"['may', 'i', 'see', 'board', 'pass']",0.8254814,0.049167216,0.06263493,0.029237907,0.033447403
3664,"It's from Rachel. She said that she loved the present, and she will see you when you get back.",Flight Attendant,neutral,365,12,1,24,"00:12:35,129","00:12:39,007",train_data/dia365_utt12.mp4,it 's rachel she said love present see get back,"['it', ""'s"", 'rachel', 'she', 'said', 'love', 'present', 'see', 'get', 'back']",0.64479136,0.08968923,0.14667958,0.06071924,0.058063246
3676,Oh my god.  How many of those have you had?,Phoebe,surprise,366,8,1,5,"00:19:47,853","00:19:53,191",train_data/dia366_utt8.mp4,oh god how mani,"['oh', 'god', 'how', 'mani']",0.4244549,0.06834872,0.1071703,0.06172935,0.33812946
3677,"Oh, I don't know, a million?",Chandler,anger,366,9,1,5,"00:19:53,442","00:19:55,610",train_data/dia366_utt9.mp4,oh i n't know million,"['oh', 'i', ""n't"", 'know', 'million']",0.23848447,0.5383891,0.15983965,0.030158632,0.0330575
3679,I'm fine.,Chandler,neutral,366,11,1,5,"0:20:03,285","0:20:04,047",train_data/dia366_utt11.mp4,i 'm fine,"['i', ""'m"", 'fine']",0.64700794,0.055346705,0.17623308,0.088626735,0.03273196
3691,"Okay, now much have you won so far?",Chandler,neutral,367,4,6,6,"00:13:54,041","00:13:56,417",train_data/dia367_utt4.mp4,okay much far,"['okay', 'much', 'far']",0.6696815,0.13448493,0.07104486,0.060089998,0.064597376
3692,"Uh,  wow, 700.",Joey,surprise,367,5,6,6,"0:13:57,086","0:13:58,638",train_data/dia367_utt5.mp4,uh wow 700,"['uh', 'wow', '700']",0.5325949,0.16410737,0.16824633,0.06317991,0.0716953
3710,Hey.,Joey,neutral,371,0,3,3,"0:19:36,049","0:19:36,471",train_data/dia371_utt0.mp4,hey,['hey'],0.7717852,0.068883926,0.123072326,0.01325476,0.022977864
3723,"Nothing, nothing.",Phoebe,joy,372,1,1,13,"0:19:08,189","0:19:09,452",train_data/dia372_utt1.mp4,noth noth,"['noth', 'noth']",0.4783219,0.089401945,0.36982927,0.024394415,0.038002454
3726,It's my friends.,Phoebe,sadness,372,4,1,13,"00:19:18,991","00:19:20,950",train_data/dia372_utt4.mp4,it 's friend,"['it', ""'s"", 'friend']",0.3228927,0.025481343,0.046597183,0.58997244,0.01483526
3727,They-they have a liking problem with you.,Phoebe,sadness,372,5,1,13,"00:19:21,201","00:19:23,870",train_data/dia372_utt5.mp4,they-they like problem,"['they-they', 'like', 'problem']",0.29806426,0.045051202,0.035916753,0.6036288,0.01718978
3745,What?,Monica,surprise,374,2,8,3,"00:15:25,591","00:15:27,091",train_data/dia374_utt2.mp4,what,['what'],0.31501353,0.062395282,0.23899333,0.076100044,0.30734307
3753,I mean youre not the only ones on your honeymoon!,Monica,anger,374,9,8,3,"00:15:46,487","00:15:49,530",train_data/dia374_utt9.mp4,i mean your one honeymoon,"['i', 'mean', 'you\x92r', 'one', 'honeymoon']",0.15174985,0.643485,0.12375996,0.03059531,0.050210908
3772,"Oh, uh does anyone know where the Freeman building is?",Ross,neutral,377,2,8,12,"00:05:51,684","00:05:55,187",train_data/dia377_utt2.mp4,oh uh anyon know freeman build,"['oh', 'uh', 'anyon', 'know', 'freeman', 'build']",0.79786307,0.04183896,0.12160806,0.015480057,0.02319382
3791,"No-no, I say-I say, I say we get back at him right on this couch.",Mark,neutral,380,0,6,10,"00:15:24,590","00:15:29,594",train_data/dia380_utt0.mp4,no-no i say-i say i say get back right couch,"['no-no', 'i', 'say-i', 'say', 'i', 'say', 'get', 'back', 'right', 'couch']",0.83103013,0.05836643,0.051469326,0.046936467,0.012175684
3802,Yknow it wouldnt kill ya to respect your wifes privacy!,Joey,joy,383,2,8,14,"00:09:37,280","00:09:40,960",train_data/dia383_utt2.mp4,yknow wouldnt kill ya respect wife privaci,"['y\x92know', 'wouldn\x92t', 'kill', 'ya', 'respect', 'wife\x92', 'privaci']",0.43921155,0.03271605,0.41138226,0.06761345,0.048978154
3807,"When my sisters were pregnant they got every weird feeling in the book, it was always nothing.",Joey,neutral,383,5,8,14,"00:09:54,240","00:09:59,840",train_data/dia383_utt5.mp4,when sister pregnant got everi weird feel book alway noth,"['when', 'sister', 'pregnant', 'got', 'everi', 'weird', 'feel', 'book', 'alway', 'noth']",0.5891414,0.09616793,0.18088157,0.07736501,0.056360744
3814,Here we go.,Joey,neutral,383,10,8,14,"00:10:11,000","00:10:12,280",train_data/dia383_utt10.mp4,here go,"['here', 'go']",0.65648335,0.090292364,0.16513062,0.048502296,0.039537326
3848,I cant leave it! You gouged a hole in my dingy floor.,Monica,anger,388,14,3,5,"00:06:40,024","00:06:44,778",train_data/dia388_utt14.mp4,i cant leav you goug hole dingi floor,"['i', 'can\x92t', 'leav', 'you', 'goug', 'hole', 'dingi', 'floor']",0.2541165,0.5793435,0.073137686,0.039461434,0.053857148
3860,Pheebs...,Rachel,neutral,389,9,4,2,"0:12:38,424","0:12:39,026",train_data/dia389_utt9.mp4,pheeb ...,"['pheeb', '...']",0.72414047,0.09448098,0.16875163,0.0064355694,0.006178613
3884,"Liam, do me a favour. Tell the lads to go easy on Ross, its his first time.",Emily,neutral,393,2,4,15,"00:12:25,536","00:12:30,665",train_data/dia393_utt2.mp4,liam favour tell lad go easi ross it first time,"['liam', 'favour', 'tell', 'lad', 'go', 'easi', 'ross', 'it\x92', 'first', 'time']",0.75730926,0.05955448,0.11509279,0.026216263,0.041795604
3895,All right! All right! It was the best nap ever!,Ross,joy,395,3,7,6,"00:09:04,919","00:09:07,963",train_data/dia395_utt3.mp4,all right all right it best nap ever,"['all', 'right', 'all', 'right', 'it', 'best', 'nap', 'ever']",0.326466,0.10901792,0.5219392,0.031321373,0.011198399
3900,Why not?,Joey,neutral,395,8,7,6,"00:09:21,644","00:09:24,354",train_data/dia395_utt8.mp4,whi,['whi'],0.77442604,0.05331536,0.11093816,0.0383752,0.022913508
3907,"Ok, I've got milk  Here you go...  Oh! Better?",Phoebe,anger,398,2,1,12,"00:14:43,924","00:15:01,733",train_data/dia398_utt2.mp4,ok i 've got milk here go ... oh better,"['ok', 'i', ""'ve"", 'got', 'milk', 'here', 'go', '...', 'oh', 'better']",0.22126098,0.6653363,0.05374196,0.047913935,0.0116769485
3924,The end.,Phoebe,neutral,400,4,1,12,"00:16:13,722","00:16:15,223",train_data/dia400_utt4.mp4,the end,"['the', 'end']",0.7051045,0.09605013,0.091644034,0.058868878,0.04827375
3933,"Ah, oh, hang on a second.  Come in, come in.  All right, so think about it, and call me back.",Phoebe Sr,neutral,401,4,3,25,"00:05:15,815","00:05:20,068",train_data/dia401_utt4.mp4,ah oh hang second come come all right think call back,"['ah', 'oh', 'hang', 'second', 'come', 'come', 'all', 'right', 'think', 'call', 'back']",0.6880762,0.14501183,0.1033779,0.024510415,0.038982566
3950,"If you need money, will you please-please just let me loan you some money?",Chandler,neutral,404,5,6,12,"00:02:55,675","00:02:58,886",train_data/dia404_utt5.mp4,if need money please-pleas let loan money,"['if', 'need', 'money', 'please-pleas', 'let', 'loan', 'money']",0.6650616,0.08512316,0.13298114,0.06302653,0.053724695
3965,"Oh good, okay, I can't take it anymore.",Chandler,neutral,405,0,5,11,"0:21:38,964","0:21:42,066",train_data/dia405_utt0.mp4,oh good okay i ca n't take anymor,"['oh', 'good', 'okay', 'i', 'ca', ""n't"", 'take', 'anymor']",0.66931105,0.07920087,0.1347009,0.054906424,0.06181221
3979,"Aw, dammit!",Phoebe,surprise,407,3,5,4,"00:14:00,422","00:14:02,340",train_data/dia407_utt3.mp4,aw dammit,"['aw', 'dammit']",0.5219196,0.14390324,0.17530005,0.023750864,0.13495329
3980,Back on in 30 seconds people!,Stage Director,neutral,407,4,5,4,"00:14:03,717","00:14:06,052",train_data/dia407_utt4.mp4,back 30 second peopl,"['back', '30', 'second', 'peopl']",0.67554647,0.13674757,0.12560873,0.038757265,0.023263002
3983,Come on man! You've been here all day!,Joey,anger,407,7,5,4,"0:14:19,358","0:14:21,194",train_data/dia407_utt7.mp4,come man you 've day,"['come', 'man', 'you', ""'ve"", 'day']",0.55264294,0.15575737,0.16103762,0.06943683,0.06098287
3996,Hi guys!,Chandler,joy,409,3,4,16,"0:02:13,508","0:02:14,010",train_data/dia409_utt3.mp4,hi guy,"['hi', 'guy']",0.51942587,0.06775714,0.34407285,0.038449276,0.030266685
4000,Without me?!,Chandler,surprise,409,7,4,16,"00:02:21,057","00:02:22,432",train_data/dia409_utt7.mp4,without,['without'],0.38750154,0.077702366,0.10642046,0.002234443,0.42609572
4005,I can't believe you'd rather go out with him than me.,Ross,surprise,410,1,1,24,"00:19:02,391","00:19:06,602",train_data/dia410_utt1.mp4,i ca n't believ 'd rather go,"['i', 'ca', ""n't"", 'believ', ""'d"", 'rather', 'go']",0.21515387,0.014570863,0.030863816,0.024282234,0.7150054
4013,"Rachel, come on. Give us a chance.",Ross,neutral,410,9,1,24,"00:19:35,090","00:19:38,593",train_data/dia410_utt9.mp4,rachel come give us chanc,"['rachel', 'come', 'give', 'us', 'chanc']",0.61391664,0.11341475,0.20231594,0.043163255,0.027115304
4023,"Hello?  No she cant come to the phone right now.  Oh, right no problem. Okay, bye-bye.",Ross,neutral,411,0,6,15,"00:19:45,100","00:19:50,688",train_data/dia411_utt0.mp4,hello no cant come phone right oh right problem okay bye-by,"['hello', 'no', 'can\x92t', 'come', 'phone', 'right', 'oh', 'right', 'problem', 'okay', 'bye-by']",0.7402745,0.054954983,0.15871374,0.030951876,0.015070214
4026,Thank God.,Phoebe,joy,411,3,6,15,"00:19:59,114","00:20:00,656",train_data/dia411_utt3.mp4,thank god,"['thank', 'god']",0.41547292,0.079948194,0.439754,0.0550124,0.009716813
4036,Why? I love that thing.,Rachel,joy,412,8,4,2,"0:04:40,196","0:04:41,658",train_data/dia412_utt8.mp4,whi i love thing,"['whi', 'i', 'love', 'thing']",0.19733626,0.063469045,0.7032933,0.024481667,0.011351366
4039,"Ahh, Gepeto, $5,000 dollars? Are you insane?",Chandler,surprise,412,11,4,2,"00:04:50,623","00:04:52,416",train_data/dia412_utt11.mp4,"ahh gepeto 5,000 dollar are insan","['ahh', 'gepeto', '5,000', 'dollar', 'are', 'insan']",0.19066072,0.012404862,0.05886395,0.0057864543,0.73224354
4041,"All right look, Im changing it to 50 bucks, or your best offer.",Chandler,neutral,412,13,4,2,"00:04:55,712","00:05:00,757",train_data/dia412_utt13.mp4,all right look im chang 50 buck best offer,"['all', 'right', 'look', 'i\x92m', 'chang', '50', 'buck', 'best', 'offer']",0.79690313,0.06329352,0.06465197,0.034027737,0.04107632
4067,Okay?,Joey,neutral,415,4,5,22,"0:06:39,195","0:06:39,577",train_data/dia415_utt4.mp4,okay,['okay'],0.69968003,0.14709686,0.12094658,0.012549961,0.019692564
4094,No.,Cliff,neutral,418,14,8,23,"00:18:17,000","00:18:17,876",train_data/dia418_utt14.mp4,no,['no'],0.6267591,0.06501222,0.06272834,0.18346564,0.062015254
4097,Yes.,Joey,neutral,418,17,8,23,"00:18:29,263","00:18:30,806",train_data/dia418_utt17.mp4,ye,['ye'],0.8404419,0.05844821,0.06937986,0.029447805,0.0022683453
4098,Well uh if you must know Im a widower.,Cliff,sadness,418,18,8,23,"00:18:32,015","00:18:35,269",train_data/dia418_utt18.mp4,well uh must know im widow,"['well', 'uh', 'must', 'know', 'i\x92m', 'widow']",0.21718898,0.02837752,0.046352424,0.6795605,0.028457934
4112,Okay.,Joey,neutral,421,0,8,16,"0:13:02,406","0:13:06,288",train_data/dia421_utt0.mp4,okay,['okay'],0.7811473,0.0855886,0.06424617,0.024502758,0.044487674
4132,"He's uh, he's in a whole other place.",Monica,neutral,423,2,1,23,"0:11:32,400","0:11:34,122",train_data/dia423_utt2.mp4,he 's uh 's whole place,"['he', ""'s"", 'uh', ""'s"", 'whole', 'place']",0.76287425,0.056526974,0.12677062,0.019305255,0.034479257
4134,"No no, you don't have to fly back, really.",Monica,neutral,423,4,1,23,"00:11:37,113","00:11:40,281",train_data/dia423_utt4.mp4,no n't fli back realli,"['no', ""n't"", 'fli', 'back', 'realli']",0.64724994,0.101923056,0.14392912,0.06288048,0.04392869
4139,"Oh, just had a baby.",Joey,joy,423,9,1,23,"0:12:02,072","0:12:04,400",train_data/dia423_utt9.mp4,oh babi,"['oh', 'babi']",0.25964877,0.016481759,0.6239088,0.08087354,0.019029718
4140,Mazel tov!,Chandler,joy,423,10,1,23,"00:12:05,683","00:12:07,684",train_data/dia423_utt10.mp4,mazel tov,"['mazel', 'tov']",0.34188607,0.039129913,0.46242228,0.11462197,0.041783426
4146,"Yeah, this is someone else I meet, and I-I cant decide between the two of them.",Ross,neutral,424,4,4,10,"00:09:17,348","00:09:21,935",train_data/dia424_utt4.mp4,yeah someon els i meet i-i cant decid two,"['yeah', 'someon', 'els', 'i', 'meet', 'i-i', 'can\x92t', 'decid', 'two']",0.89337003,0.00636957,0.07651022,0.021395074,0.0023459408
4168,"Listen, Im sorry about that whole thing with Roger.",Phoebe,sadness,426,1,8,11,"00:21:10,852","00:21:15,731",train_data/dia426_utt1.mp4,listen im sorri whole thing roger,"['listen', 'i\x92m', 'sorri', 'whole', 'thing', 'roger']",0.1518845,0.08013733,0.07895836,0.6797909,0.009092972
